Name,Length,Name,Length,Name,Length,Name,Length,Name,Length,Name,Length
A0A286XCT3_CAVPO,216,E1ZNW2_CHLVA,365,A0A0Q9WGC1_DROVI,57,D0P0X6_PHYIT,212,A0A509AIF8_PLABA,514,NHP6B_YEAST,99
A0A286XCT9_CAVPO,160,E1ZCM7_CHLVA,164,A0A0Q9WGC4_DROVI,836,D0MXF5_PHYIT,178,A0A509B0Y3_PLABA,618,NNRE_YEAST,246
A0A286XCU1_CAVPO,313,E1Z700_CHLVA,251,A0A0Q9WGD6_DROVI,319,D0NM11_PHYIT,386,A0A509ALC5_PLABA,1523,NFT1_YEAST,1218
A0A286XCU3_CAVPO,125,E1ZED2_CHLVA,159,A0A0Q9WGD7_DROVI,281,D0NV62_PHYIT,611,A0A509AHS4_PLABA,320,NOT5_YEAST,560
A0A286XCU5_CAVPO,565,E1ZMJ8_CHLVA,262,A0A0Q9WGE7_DROVI,190,D0N2X4_PHYIT,446,A0A509APZ1_PLABA,898,NPL4_YEAST,580
A0A286XCU7_CAVPO,752,E1ZQK2_CHLVA,563,A0A0Q9WGE9_DROVI,149,D0P024_PHYIT,633,A0A509AMJ8_PLABA,1279,NOP6_YEAST,225
A0A286XCU8_CAVPO,280,E1ZIE6_CHLVA,195,A0A0Q9WGF1_DROVI,1056,D0P4K7_PHYIT,33,A0A509AH31_PLABA,203,OLA1_YEAST,394
A0A286XCU9_CAVPO,512,E1ZT35_CHLVA,64,A0A0Q9WGF3_DROVI,65,D0NN40_PHYIT,1022,A0A509AG63_PLABA,265,OAZ_YEAST,292
A0A286XCV0_CAVPO,106,E1ZEN5_CHLVA,895,A0A0Q9WGF6_DROVI,381,D0N8N2_PHYIT,567,A0A509AIA2_PLABA,388,PAC11_YEAST,533
A0A286XCV2_CAVPO,966,E1ZPS0_CHLVA,94,A0A0Q9WGG2_DROVI,559,D0P4W1_PHYIT,189,A0A509AKI9_PLABA,1248,PAU7_YEAST,55
A0A286XCV5_CAVPO,239,E1ZCG8_CHLVA,658,A0A0Q9WGH6_DROVI,87,D0NPS8_PHYIT,64,A0A509AS19_PLABA,125,PAU18_YEAST,120
A0A286XCV6_CAVPO,300,E1ZMA0_CHLVA,161,A0A0Q9WGH7_DROVI,39,D0NL75_PHYIT,494,A0A509AV34_PLABA,119,PABP_YEAST,577
A0A286XCV7_CAVPO,551,E1ZES6_CHLVA,287,A0A0Q9WGI0_DROVI,448,D0NFV5_PHYIT,1162,A0A509AEA2_PLABA,602,PHO2_YEAST,559
A0A286XCW0_CAVPO,245,E1ZPU9_CHLVA,187,A0A0Q9WGI2_DROVI,614,D0N8L2_PHYIT,152,A0A509AKA4_PLABA,167,PHO90_YEAST,881
A0A286XCW1_CAVPO,23,E1ZBL7_CHLVA,314,A0A0Q9WGI7_DROVI,864,D0NFK7_PHYIT,77,A0A509AUL6_PLABA,364,PP4R2_YEAST,441
A0A286XCW2_CAVPO,311,E1ZAU0_CHLVA,1374,A0A0Q9WGI8_DROVI,360,D0NQW8_PHYIT,371,A0A509ARS2_PLABA,74,PLSC_YEAST,303
A0A286XCW4_CAVPO,318,E1ZFB5_CHLVA,1443,A0A0Q9WGJ1_DROVI,490,D0P1V2_PHYIT,169,A0A509AUG6_PLABA,112,PLR1_YEAST,345
A0A286XCW5_CAVPO,126,E1Z649_CHLVA,96,A0A0Q9WGK3_DROVI,580,D0RMH8_PHYIT,272,A0A509AVV6_PLABA,782,PRP31_YEAST,494
A0A286XCW6_CAVPO,320,E1ZPT5_CHLVA,338,A0A0Q9WGK5_DROVI,29,D0NMS4_PHYIT,145,A0A509ASU7_PLABA,329,PRY3_YEAST,881
A0A286XCW8_CAVPO,211,E1ZME2_CHLVA,165,A0A0Q9WGK8_DROVI,59,D0MSA4_PHYIT,730,A0A509APT2_PLABA,122,PRI1_YEAST,409
A0A286XCW9_CAVPO,425,E1ZMV9_CHLVA,207,A0A0Q9WGL0_DROVI,170,D0NPM4_PHYIT,240,A0A509ATL7_PLABA,1047,RKM5_YEAST,367
A0A286XCX0_CAVPO,309,E1Z8X8_CHLVA,550,A0A0Q9WGL3_DROVI,382,D0NPK5_PHYIT,257,A0A509AVY1_PLABA,590,RL12B_YEAST,165
A0A286XCX3_CAVPO,539,E1ZLR3_CHLVA,1313,A0A0Q9WGL4_DROVI,523,D0N2A7_PHYIT,202,A0A509APC8_PLABA,1726,RL14A_YEAST,138
A0A286XCX4_CAVPO,140,E1Z8S9_CHLVA,293,A0A0Q9WGL8_DROVI,236,D0MWG1_PHYIT,245,A0A509AHV0_PLABA,246,RIM11_YEAST,370
A0A286XCX5_CAVPO,173,E1ZCN3_CHLVA,299,A0A0Q9WGM2_DROVI,31,D0MRK5_PHYIT,186,A0A509AR29_PLABA,1451,RL1B_YEAST,217
A0A286XCX6_CAVPO,224,E1ZT05_CHLVA,1106,A0A0Q9WGM5_DROVI,700,D0MWM5_PHYIT,43,A0A509AJU5_PLABA,91,RL43B_YEAST,92
A0A286XCX8_CAVPO,190,E1ZM11_CHLVA,658,A0A0Q9WGM6_DROVI,149,D0MVA1_PHYIT,101,A0A509AKA6_PLABA,658,ADD37_YEAST,198
A0A286XCX9_CAVPO,199,E1ZR94_CHLVA,60,A0A0Q9WGM8_DROVI,428,D0NZ52_PHYIT,439,A0A509AKU8_PLABA,109,AIM20_YEAST,204
A0A286XCY3_CAVPO,272,E1ZS02_CHLVA,192,A0A0Q9WGN0_DROVI,996,D0N074_PHYIT,493,A0A509ALS5_PLABA,228,APJ1_YEAST,528
A0A286XCY5_CAVPO,931,E1Z2W6_CHLVA,178,A0A0Q9WGN5_DROVI,508,D0MV21_PHYIT,678,A0A509AL67_PLABA,811,APTX_YEAST,217
A0A286XCY6_CAVPO,711,E1ZAR7_CHLVA,706,A0A0Q9WGP1_DROVI,288,D0MTH4_PHYIT,141,A0A509AJ22_PLABA,314,KEG1_YEAST,200
A0A286XCY7_CAVPO,734,E1Z337_CHLVA,229,A0A0Q9WGP3_DROVI,2002,D0NAT0_PHYIT,498,A0A509ARG7_PLABA,293,KNH1_YEAST,268
A0A286XCY9_CAVPO,133,E1ZME5_CHLVA,261,A0A0Q9WGP5_DROVI,1410,D0NMZ7_PHYIT,232,A0A509AK97_PLABA,155,KPR1_YEAST,427
A0A286XCZ0_CAVPO,1021,E1ZTG5_CHLVA,375,A0A0Q9WGP7_DROVI,393,D0MTK4_PHYIT,148,A0A509ANA2_PLABA,204,KTR3_YEAST,404
A0A286XCZ2_CAVPO,291,E1Z5H4_CHLVA,990,A0A0Q9WGP8_DROVI,56,D0NPK4_PHYIT,243,A0A509ASI3_PLABA,1502,LCP5_YEAST,357
A0A286XCZ3_CAVPO,304,E1ZTD6_CHLVA,601,A0A0Q9WGQ8_DROVI,771,D0NQS3_PHYIT,381,A0A509AJQ9_PLABA,2881,LAC1_YEAST,418
A0A286XCZ6_CAVPO,137,E1Z714_CHLVA,610,A0A0Q9WGR4_DROVI,186,D0NPM2_PHYIT,406,A0A509AHS2_PLABA,785,MAK21_YEAST,1025
A0A286XD00_CAVPO,240,E1ZRW6_CHLVA,171,A0A0Q9WGR7_DROVI,906,D0NMI1_PHYIT,194,A0A509AQC0_PLABA,339,MCM4_YEAST,933
A0A286XD02_CAVPO,532,E1ZCJ0_CHLVA,269,A0A0Q9WGR9_DROVI,256,D0N4J4_PHYIT,140,A0A509ARE6_PLABA,649,OSH7_YEAST,437
A0A286XD03_CAVPO,209,E1ZT31_CHLVA,533,A0A0Q9WGS0_DROVI,320,D0MWL0_PHYIT,637,A0A509APJ3_PLABA,571,PCD1_YEAST,340
A0A286XD05_CAVPO,557,E1ZGK3_CHLVA,421,A0A0Q9WGS1_DROVI,65,D0NGD0_PHYIT,179,A0A509ARI4_PLABA,401,PDR15_YEAST,1529
A0A286XD06_CAVPO,1391,E1Z4M6_CHLVA,576,A0A0Q9WGS6_DROVI,873,D0NJH0_PHYIT,1169,A0A509ASM8_PLABA,401,POP8_YEAST,133
A0A286XD07_CAVPO,131,E1ZRU3_CHLVA,413,A0A0Q9WGT3_DROVI,934,D0RM54_PHYIT,31,A0A509AYK2_PLABA,324,PRP39_YEAST,629
A0A286XD08_CAVPO,109,E1ZDE0_CHLVA,635,A0A0Q9WGT5_DROVI,157,D0N9D1_PHYIT,145,A0A509ANP5_PLABA,677,PRP38_YEAST,242
A0A286XD10_CAVPO,309,E1ZHA8_CHLVA,565,A0A0Q9WGU0_DROVI,389,D0NCG5_PHYIT,218,A0A509AQZ4_PLABA,202,PTP2_YEAST,750
A0A286XD11_CAVPO,106,E1ZQ25_CHLVA,355,A0A0Q9WGU4_DROVI,944,D0NDM0_PHYIT,1269,A0A509ATC6_PLABA,609,RMD6_YEAST,231
A0A286XD12_CAVPO,380,E1Z699_CHLVA,1229,A0A0Q9WGU6_DROVI,770,D0N5H0_PHYIT,67,A0A509AIG0_PLABA,315,RPA43_YEAST,326
A0A286XD14_CAVPO,199,E1ZFC8_CHLVA,919,A0A0Q9WGU7_DROVI,692,D0NKB0_PHYIT,358,A0A509APP4_PLABA,179,RRP4_YEAST,359
A0A286XD17_CAVPO,440,E1ZIC0_CHLVA,207,A0A0Q9WGV1_DROVI,1839,D0NG27_PHYIT,116,A0A509AKL0_PLABA,856,ADY4_YEAST,493
A0A286XD18_CAVPO,1426,E1Z5F2_CHLVA,59,A0A0Q9WGV2_DROVI,1548,D0NL55_PHYIT,282,A0A509ARX0_PLABA,655,ARX1_YEAST,593
A0A286XD20_CAVPO,124,E1Z808_CHLVA,406,A0A0Q9WGV5_DROVI,525,D0N1W5_PHYIT,484,A0A509ADR3_PLABA,1306,ARPC3_YEAST,178
A0A286XD22_CAVPO,105,E1ZAN9_CHLVA,656,A0A0Q9WGV8_DROVI,277,D0NRK0_PHYIT,93,A0A509AGJ6_PLABA,1522,ARP1_YEAST,384
A0A286XD25_CAVPO,533,E1Z6B8_CHLVA,385,A0A0Q9WGW0_DROVI,644,D0NM04_PHYIT,688,A0A509AH64_PLABA,379,GAL80_YEAST,435
A0A286XD28_CAVPO,219,E1ZMV4_CHLVA,152,A0A0Q9WGW7_DROVI,852,D0MQ94_PHYIT,494,A0A509AMR1_PLABA,454,GAA1_YEAST,614
A0A286XD30_CAVPO,373,E1ZGQ3_CHLVA,638,A0A0Q9WGW9_DROVI,275,D0RM30_PHYIT,282,A0A509APY5_PLABA,227,FYV10_YEAST,516
A0A286XD31_CAVPO,500,E1Z7P2_CHLVA,457,A0A0Q9WGX1_DROVI,1111,D0MXV8_PHYIT,205,A0A509AIJ6_PLABA,275,FUR4_YEAST,633
A0A286XD32_CAVPO,154,E1ZGA7_CHLVA,1195,A0A0Q9WGX4_DROVI,237,D0N7M6_PHYIT,347,A0A509AKQ4_PLABA,227,GFA1_YEAST,717
A0A286XD33_CAVPO,189,E1ZSF9_CHLVA,301,A0A0Q9WGX8_DROVI,515,D0NA94_PHYIT,296,A0A509AKA0_PLABA,59,GID4_YEAST,362
A0A286XD35_CAVPO,137,E1ZCL9_CHLVA,89,A0A0Q9WGY3_DROVI,362,D0NAR4_PHYIT,230,A0A509AF19_PLABA,765,GDI1_YEAST,451
A0A286XD36_CAVPO,325,E1ZFJ4_CHLVA,469,A0A0Q9WGY7_DROVI,1733,D0NGU6_PHYIT,679,A0A509AS34_PLABA,209,GRC3_YEAST,632
A0A286XD37_CAVPO,287,E1ZKK4_CHLVA,468,A0A0Q9WGZ1_DROVI,915,D0NU39_PHYIT,346,A0A509AM70_PLABA,514,GLO2_YEAST,274
A0A286XD41_CAVPO,762,E1Z3T0_CHLVA,283,A0A0Q9WGZ4_DROVI,293,D0MQP7_PHYIT,283,A0A509AUY5_PLABA,595,GPI19_YEAST,140
A0A286XD44_CAVPO,487,E1ZNP4_CHLVA,467,A0A0Q9WGZ5_DROVI,456,D0NGV0_PHYIT,161,A0A509AN03_PLABA,755,GTT3_YEAST,337
A0A286XD47_CAVPO,553,E1Z4A6_CHLVA,304,A0A0Q9WGZ7_DROVI,365,D0RM55_PHYIT,149,A0A509ASK6_PLABA,228,HRI1_YEAST,244
A0A286XD50_CAVPO,263,E1ZTD5_CHLVA,641,A0A0Q9WH01_DROVI,873,D0P110_PHYIT,127,A0A509AJ53_PLABA,396,HSE1_YEAST,452
A0A286XD51_CAVPO,553,E1Z7F6_CHLVA,947,A0A0Q9WH03_DROVI,362,D0MXN1_PHYIT,196,A0A509AMR5_PLABA,234,IMP4_YEAST,290
A0A286XD53_CAVPO,98,E1Z512_CHLVA,463,A0A0Q9WH07_DROVI,225,D0NDT9_PHYIT,324,A0A509AQW1_PLABA,398,ICE2_YEAST,491
A0A286XD54_CAVPO,223,E1ZQS5_CHLVA,631,A0A0Q9WH08_DROVI,404,D0NK94_PHYIT,240,A0A509AR60_PLABA,206,ISR1_YEAST,443
A0A286XD58_CAVPO,1237,E1Z3G0_CHLVA,508,A0A0Q9WH23_DROVI,137,D0NYY7_PHYIT,412,A0A509AHT8_PLABA,949,KPYK2_YEAST,506
A0A286XD61_CAVPO,719,E1Z448_CHLVA,1151,A0A0Q9WH25_DROVI,276,D0NEJ8_PHYIT,248,A0A509API3_PLABA,185,KCC4_YEAST,1037
A0A286XD64_CAVPO,191,E1ZLV4_CHLVA,1002,A0A0Q9WH30_DROVI,306,D0NQV0_PHYIT,199,A0A509AH45_PLABA,488,LSM6_YEAST,86
A0A286XD65_CAVPO,470,E1Z741_CHLVA,454,A0A0Q9WH31_DROVI,556,D0NGT4_PHYIT,235,A0A509AMP6_PLABA,377,MNL1_YEAST,796
A0A286XD66_CAVPO,511,E1ZCP0_CHLVA,307,A0A0Q9WH33_DROVI,600,D0N6X5_PHYIT,258,A0A509ATW7_PLABA,1314,MKC7_YEAST,596
A0A286XD68_CAVPO,155,E1Z613_CHLVA,293,A0A0Q9WH39_DROVI,299,D0P1L9_PHYIT,164,A0A509APE3_PLABA,760,MIM2_YEAST,87
A0A286XD70_CAVPO,526,E1ZSF8_CHLVA,199,A0A0Q9WH44_DROVI,630,D0NSV3_PHYIT,250,A0A509AVK5_PLABA,251,MNE1_YEAST,663
A0A286XD71_CAVPO,82,E1Z6K3_CHLVA,237,A0A0Q9WH51_DROVI,564,D0N256_PHYIT,209,A0A509AMX3_PLABA,396,MIC19_YEAST,170
A0A286XD72_CAVPO,518,E1ZUJ2_CHLVA,203,A0A0Q9WH52_DROVI,202,D0NRK4_PHYIT,322,A0A509AL65_PLABA,669,MET28_YEAST,187
A0A286XD76_CAVPO,105,E1ZTQ3_CHLVA,192,A0A0Q9WH57_DROVI,56,D0NS84_PHYIT,204,A0A509ART9_PLABA,445,MSB2_YEAST,1306
A0A286XD77_CAVPO,561,E1ZAX7_CHLVA,295,A0A0Q9WH61_DROVI,955,D0NJ02_PHYIT,125,A0A509AL93_PLABA,954,NCA2_YEAST,616
A0A286XD78_CAVPO,781,E1ZUS8_CHLVA,143,A0A0Q9WH62_DROVI,2079,D0N339_PHYIT,488,A0A509AH24_PLABA,2756,NDUF7_YEAST,402
A0A286XD79_CAVPO,729,E1ZF57_CHLVA,318,A0A0Q9WH66_DROVI,147,D0NEH3_PHYIT,605,A0A509ARA3_PLABA,223,KTR2_YEAST,425
A0A286XD81_CAVPO,386,E1ZHB5_CHLVA,577,A0A0Q9WH67_DROVI,614,D0N004_PHYIT,312,A0A509AQ01_PLABA,398,LDS2_YEAST,356
A0A286XD82_CAVPO,160,E1ZIB8_CHLVA,499,A0A0Q9WH71_DROVI,2761,D0NKS9_PHYIT,178,A0A509AHF5_PLABA,1018,MED8_YEAST,223
A0A286XD84_CAVPO,109,E1ZCA9_CHLVA,289,A0A0Q9WH72_DROVI,550,D0P4K0_PHYIT,103,A0A509B0P7_PLABA,1603,MAS5_YEAST,409
A0A286XD85_CAVPO,477,E1ZI73_CHLVA,455,A0A0Q9WH82_DROVI,203,D0NNT4_PHYIT,111,A0A509APC5_PLABA,124,MLH1_YEAST,769
A0A286XD86_CAVPO,271,E1Z3U3_CHLVA,167,A0A0Q9WH85_DROVI,3796,D0NHL5_PHYIT,270,A0A509AI16_PLABA,439,MIL1_YEAST,1073
A0A286XD87_CAVPO,153,E1ZNA6_CHLVA,299,A0A0Q9WH88_DROVI,1280,D0RLZ4_PHYIT,48,A0A509AGS6_PLABA,667,MKT1_YEAST,830
A0A286XD89_CAVPO,133,E1ZT26_CHLVA,124,A0A0Q9WH89_DROVI,269,D0P4R8_PHYIT,115,A0A509AES8_PLABA,4696,MNP1_YEAST,194
A0A286XD91_CAVPO,247,E1ZCQ7_CHLVA,191,A0A0Q9WH93_DROVI,401,D0N0G0_PHYIT,109,A0A509AHI7_PLABA,242,MTC3_YEAST,123
A0A286XD95_CAVPO,198,E1ZGZ5_CHLVA,113,A0A0Q9WH99_DROVI,745,D0P4F9_PHYIT,314,A0A509AEM9_PLABA,541,MTF2_YEAST,440
A0A286XD97_CAVPO,1060,E1ZC25_CHLVA,234,A0A0Q9WHB0_DROVI,202,D0RM07_PHYIT,400,A0A509ANR7_PLABA,665,MTND_YEAST,179
A0A286XD98_CAVPO,25,E1ZHS8_CHLVA,308,A0A0Q9WHB3_DROVI,664,D0NGL2_PHYIT,220,A0A509AGN2_PLABA,167,NOG1_YEAST,647
A0A286XD99_CAVPO,310,E1Z7R9_CHLVA,138,A0A0Q9WHB4_DROVI,432,D0NZC6_PHYIT,248,A0A509AFK0_PLABA,661,NOP56_YEAST,504
A0A286XDA0_CAVPO,236,E1Z7F9_CHLVA,640,A0A0Q9WHB9_DROVI,1368,D0MY82_PHYIT,566,A0A509AJN0_PLABA,281,NSA2_YEAST,261
A0A286XDA1_CAVPO,323,E1ZKY9_CHLVA,88,A0A0Q9WHC2_DROVI,1041,D0NBX5_PHYIT,329,A0A509ALR7_PLABA,222,NSA1_YEAST,463
A0A286XDA2_CAVPO,319,E1ZMZ0_CHLVA,76,A0A0Q9WHC3_DROVI,1111,D0NAS5_PHYIT,409,A0A509AIH3_PLABA,574,ODPB_YEAST,366
A0A286XDA3_CAVPO,318,E1ZUR8_CHLVA,161,A0A0Q9WHC9_DROVI,952,D0N0R5_PHYIT,80,A0A509AB64_PLABA,1460,OPLA_YEAST,1286
A0A286XDA4_CAVPO,257,E1ZFF0_CHLVA,394,A0A0Q9WHD4_DROVI,125,D0N5P8_PHYIT,190,A0A509AHT9_PLABA,697,OSTB_YEAST,430
A0A286XDA7_CAVPO,64,E1Z3D5_CHLVA,866,A0A0Q9WHD8_DROVI,379,D0N8N0_PHYIT,202,A0A509AJV2_PLABA,1903,OSW5_YEAST,148
A0A286XDB0_CAVPO,419,E1ZEB0_CHLVA,582,A0A0Q9WHE5_DROVI,302,D0P2U8_PHYIT,207,A0A509APX9_PLABA,1296,PDR5_YEAST,1511
A0A286XDB1_CAVPO,359,E1ZA73_CHLVA,717,A0A0Q9WHE8_DROVI,56,D0MZF3_PHYIT,484,A0A509AXB7_PLABA,263,PCL2_YEAST,308
A0A286XDB5_CAVPO,212,E1Z8W4_CHLVA,258,A0A0Q9WHF6_DROVI,79,D0NIX2_PHYIT,562,A0A509AR95_PLABA,67,PDK1_YEAST,394
A0A286XDB7_CAVPO,352,E1ZL74_CHLVA,832,A0A0Q9WHG1_DROVI,350,D0N5D8_PHYIT,571,A0A509AWE5_PLABA,964,PPS1_YEAST,807
A0A286XDB9_CAVPO,284,E1ZNB7_CHLVA,592,A0A0Q9WHG7_DROVI,364,D0P1B8_PHYIT,2056,A0A509AQA3_PLABA,190,PLP2_YEAST,286
A0A286XDC2_CAVPO,92,E1ZBE2_CHLVA,312,A0A0Q9WHG8_DROVI,412,D0MZ83_PHYIT,491,A0A509AP17_PLABA,271,RAD25_YEAST,843
A0A286XDC3_CAVPO,184,E1ZTH5_CHLVA,507,A0A0Q9WHG9_DROVI,3101,D0NPD4_PHYIT,585,A0A509AFI1_PLABA,1127,RCN1_YEAST,211
A0A286XDC6_CAVPO,326,E1Z7T1_CHLVA,152,A0A0Q9WHH6_DROVI,65,D0MR22_PHYIT,170,A0A509AIW7_PLABA,417,RCK1_YEAST,512
A0A286XDC7_CAVPO,1217,E1Z8Z4_CHLVA,809,A0A0Q9WHH9_DROVI,1556,D0NE54_PHYIT,259,A0A509AKG0_PLABA,646,RDL1_YEAST,139
A0A286XDC9_CAVPO,1093,E1Z4G0_CHLVA,819,A0A0Q9WHI3_DROVI,246,D0P4C2_PHYIT,83,A0A509AMQ1_PLABA,559,RDR1_YEAST,546
A0A286XDD1_CAVPO,602,E1Z5M1_CHLVA,930,A0A0Q9WHI9_DROVI,123,D0N1N2_PHYIT,358,A0A509AHF2_PLABA,1188,ADE_YEAST,347
A0A286XDD2_CAVPO,315,E1ZH81_CHLVA,221,A0A0Q9WHJ5_DROVI,249,D0N390_PHYIT,359,A0A509AJC4_PLABA,298,ACA1_YEAST,489
A0A286XDD3_CAVPO,102,E1ZAJ0_CHLVA,400,A0A0Q9WHJ6_DROVI,842,D0NFR4_PHYIT,178,A0A509AU99_PLABA,284,AGE2_YEAST,298
A0A286XDD4_CAVPO,116,E1Z3T1_CHLVA,486,A0A0Q9WHK8_DROVI,1060,D0NXP3_PHYIT,147,A0A509APN3_PLABA,69,LEO1_YEAST,464
A0A286XDD6_CAVPO,92,E1ZRB3_CHLVA,201,A0A0Q9WHK9_DROVI,585,D0MVV5_PHYIT,665,A0A509ARR9_PLABA,104,LDH1_YEAST,375
A0A286XDE1_CAVPO,280,E1Z464_CHLVA,206,A0A0Q9WHL2_DROVI,309,D0NJG0_PHYIT,749,A0A509AI12_PLABA,530,LDB16_YEAST,256
A0A286XDE2_CAVPO,332,E1ZUD9_CHLVA,256,A0A0Q9WHL9_DROVI,255,D0MYS0_PHYIT,752,A0A509AMX0_PLABA,425,LSO1_YEAST,93
A0A286XDE5_CAVPO,699,E1ZGH5_CHLVA,194,A0A0Q9WHM0_DROVI,46,D0NMV2_PHYIT,398,A0A509AIC5_PLABA,914,MEI5_YEAST,222
A0A286XDE7_CAVPO,282,E1ZH80_CHLVA,338,A0A0Q9WHM1_DROVI,447,D0NY24_PHYIT,474,A0A509AMS7_PLABA,962,MDM30_YEAST,598
A0A286XDE8_CAVPO,277,E1ZPL1_CHLVA,344,A0A0Q9WHN0_DROVI,172,D0N0Q8_PHYIT,307,A0A509B0L4_PLABA,259,MDM10_YEAST,493
A0A286XDE9_CAVPO,207,E1ZQW6_CHLVA,559,A0A0Q9WHN9_DROVI,163,D0N570_PHYIT,179,A0A509ARR1_PLABA,444,MDJ2_YEAST,146
A0A286XDF0_CAVPO,543,E1ZS43_CHLVA,416,A0A0Q9WHQ7_DROVI,216,D0N328_PHYIT,530,A0A509APT0_PLABA,411,MIX14_YEAST,121
A0A286XDF5_CAVPO,660,E1ZEW1_CHLVA,462,A0A0Q9WHQ8_DROVI,608,D0MUL0_PHYIT,82,A0A509AS75_PLABA,735,MUS81_YEAST,632
A0A286XDF7_CAVPO,709,E1ZNS3_CHLVA,392,A0A0Q9WHR1_DROVI,696,D0NXR8_PHYIT,397,A0A509ARA6_PLABA,2153,MTAL1_YEAST,175
A0A286XDF8_CAVPO,270,E1Z4F6_CHLVA,371,A0A0Q9WHR2_DROVI,435,D0P4H6_PHYIT,310,A0A509AHP7_PLABA,263,NAM8_YEAST,523
A0A286XDG1_CAVPO,261,E1ZLI1_CHLVA,430,A0A0Q9WHR4_DROVI,2009,D0N3R0_PHYIT,45,A0A509AHV7_PLABA,415,NAB2_YEAST,525
A0A286XDG3_CAVPO,516,E1ZG65_CHLVA,182,A0A0Q9WHR5_DROVI,548,D0NJ54_PHYIT,455,A0A509B1T7_PLABA,333,NOP15_YEAST,220
A0A286XDG5_CAVPO,301,E1ZPB9_CHLVA,493,A0A0Q9WHR6_DROVI,1140,D0P0E5_PHYIT,147,A0A509APA0_PLABA,235,NMA1_YEAST,401
A0A286XDG6_CAVPO,121,E1Z855_CHLVA,153,A0A0Q9WHR7_DROVI,316,D0NKW4_PHYIT,219,A0A509AF13_PLABA,299,NPR1_YEAST,790
A0A286XDH0_CAVPO,327,E1ZSG3_CHLVA,505,A0A0Q9WHS0_DROVI,89,D0P0N6_PHYIT,244,A0A509ASY8_PLABA,104,NSE2_YEAST,267
A0A286XDH1_CAVPO,2890,E1ZH72_CHLVA,387,A0A0Q9WHS5_DROVI,177,D0P4U9_PHYIT,226,A0A509AEC5_PLABA,51,PALA_YEAST,661
A0A286XDH8_CAVPO,182,E1ZGT3_CHLVA,393,A0A0Q9WHS9_DROVI,456,D0N8Q0_PHYIT,162,A0A509ALU6_PLABA,2309,OTU2_YEAST,307
A0A286XDH9_CAVPO,422,E1ZTP8_CHLVA,108,A0A0Q9WHT2_DROVI,578,D0N111_PHYIT,153,A0A509ADF9_PLABA,1037,PRS7_YEAST,467
A0A286XDI0_CAVPO,283,E1ZQ95_CHLVA,648,A0A0Q9WHT3_DROVI,244,D0P0Q3_PHYIT,326,A0A509ALD1_PLABA,174,PST1_YEAST,444
A0A286XDI1_CAVPO,717,E1ZKC7_CHLVA,359,A0A0Q9WHV6_DROVI,265,D0MXR7_PHYIT,395,A0A509AH34_PLABA,2077,PRP5_YEAST,849
A0A286XDI2_CAVPO,246,E1ZCR4_CHLVA,561,A0A0Q9WHV8_DROVI,951,D0NSE6_PHYIT,171,A0A509AUW1_PLABA,131,RGL1_YEAST,479
A0A286XDI3_CAVPO,158,E1ZHP5_CHLVA,133,A0A0Q9WHW3_DROVI,269,D0NKD1_PHYIT,340,A0A509AZS5_PLABA,3003,RHO4_YEAST,291
A0A286XDI4_CAVPO,213,E1ZFS2_CHLVA,489,A0A0Q9WHW4_DROVI,2593,D0P4E1_PHYIT,253,A0A509AQP7_PLABA,330,RIM15_YEAST,1770
A0A286XDI7_CAVPO,310,E1ZRF3_CHLVA,326,A0A0Q9WHW5_DROVI,719,D0MQY9_PHYIT,1126,A0A509ATS7_PLABA,1991,RIR2_YEAST,399
A0A286XDJ0_CAVPO,113,E1ZUJ3_CHLVA,53,A0A0Q9WHX9_DROVI,170,D0P248_PHYIT,260,A0A509AWI3_PLABA,491,ASF2_YEAST,525
A0A286XDJ1_CAVPO,1207,E1ZMQ9_CHLVA,1317,A0A0Q9WHY3_DROVI,549,D0MYL4_PHYIT,189,A0A509AKN0_PLABA,338,AVT5_YEAST,459
A0A286XDJ2_CAVPO,525,E1ZT33_CHLVA,372,A0A0Q9WHY5_DROVI,512,D0MUB9_PHYIT,136,A0A509APL2_PLABA,1461,GLU2B_YEAST,702
A0A286XDJ3_CAVPO,1399,E1Z212_CHLVA,853,A0A0Q9WHY7_DROVI,911,D0NTI4_PHYIT,170,A0A509ARC8_PLABA,357,HBS1_YEAST,611
A0A286XDJ5_CAVPO,575,E1Z9T3_CHLVA,1037,A0A0Q9WHY8_DROVI,323,D0NZA1_PHYIT,90,A0A509AR34_PLABA,988,KTHY_YEAST,216
A0A286XDJ6_CAVPO,101,E1ZU06_CHLVA,142,A0A0Q9WHZ0_DROVI,73,D0P1T7_PHYIT,230,A0A509AHU4_PLABA,395,KSS1_YEAST,368
A0A286XDK0_CAVPO,97,E1Z2A8_CHLVA,426,A0A0Q9WHZ4_DROVI,359,D0MWK1_PHYIT,1100,A0A509AFJ3_PLABA,453,LTV1_YEAST,463
A0A286XDK1_CAVPO,103,E1Z5D9_CHLVA,93,A0A0Q9WI01_DROVI,568,D0NHV5_PHYIT,167,A0A509ATI6_PLABA,216,LSM1_YEAST,172
A0A286XDK2_CAVPO,130,E1Z7L2_CHLVA,516,A0A0Q9WI02_DROVI,711,D0NU34_PHYIT,281,A0A509AE31_PLABA,93,MIP6_YEAST,659
